,threshold,label,precision,recall,f1
847,84.0,7.0,0.8415841584158416,0.8673469387755102,0.8542713567839196
848,84.0,8.0,0.7340425531914894,0.7340425531914894,0.7340425531914893
849,84.0,9.0,0.7,0.8333333333333334,0.7608695652173915
850,85.0,0.0,0.9186046511627907,0.9294117647058824,0.9239766081871345
851,85.0,1.0,0.9291338582677166,0.959349593495935,0.9440000000000001
852,85.0,2.0,0.8247422680412371,0.7920792079207921,0.8080808080808082
853,85.0,3.0,0.7767857142857143,0.8877551020408163,0.8285714285714286
854,85.0,4.0,0.7920792079207921,0.7920792079207921,0.7920792079207921
855,85.0,5.0,0.7169811320754716,0.7169811320754716,0.7169811320754716
856,85.0,6.0,0.9074074074074074,0.8909090909090909,0.8990825688073394
857,85.0,7.0,0.8947368421052632,0.8673469387755102,0.8808290155440415
858,85.0,8.0,0.7333333333333333,0.7021276595744681,0.7173913043478262
859,85.0,9.0,0.782051282051282,0.7261904761904762,0.7530864197530864
860,86.0,0.0,0.9404761904761905,0.9294117647058824,0.9349112426035503
861,86.0,1.0,0.9224806201550387,0.967479674796748,0.9444444444444443
862,86.0,2.0,0.8666666666666667,0.7722772277227723,0.8167539267015707
863,86.0,3.0,0.8415841584158416,0.8673469387755102,0.8542713567839196
864,86.0,4.0,0.82,0.8118811881188119,0.8159203980099502
865,86.0,5.0,0.7954545454545454,0.660377358490566,0.7216494845360825
866,86.0,6.0,0.8859649122807017,0.9181818181818182,0.9017857142857142
867,86.0,7.0,0.8446601941747572,0.8877551020408163,0.8656716417910448
868,86.0,8.0,0.7604166666666666,0.776595744680851,0.7684210526315789
869,86.0,9.0,0.7368421052631579,0.8333333333333334,0.782122905027933
870,87.0,0.0,0.9186046511627907,0.9294117647058824,0.9239766081871345
871,87.0,1.0,0.9147286821705426,0.959349593495935,0.9365079365079364
872,87.0,2.0,0.8780487804878049,0.7128712871287128,0.7868852459016393
873,87.0,3.0,0.7719298245614035,0.8979591836734694,0.8301886792452831
874,87.0,4.0,0.7788461538461539,0.801980198019802,0.7902439024390243
875,87.0,5.0,0.8072289156626506,0.6320754716981132,0.708994708994709
876,87.0,6.0,0.8849557522123894,0.9090909090909091,0.8968609865470851
877,87.0,7.0,0.8240740740740741,0.9081632653061225,0.8640776699029127
878,87.0,8.0,0.7303370786516854,0.6914893617021277,0.7103825136612022
879,87.0,9.0,0.7065217391304348,0.7738095238095238,0.7386363636363635
880,88.0,0.0,0.9404761904761905,0.9294117647058824,0.9349112426035503
881,88.0,1.0,0.9069767441860465,0.9512195121951219,0.9285714285714286
882,88.0,2.0,0.8953488372093024,0.7623762376237624,0.823529411764706
883,88.0,3.0,0.8928571428571429,0.7653061224489796,0.8241758241758241
884,88.0,4.0,0.8163265306122449,0.7920792079207921,0.8040201005025126
885,88.0,5.0,0.7352941176470589,0.7075471698113207,0.7211538461538461
886,88.0,6.0,0.9090909090909091,0.9090909090909091,0.9090909090909091
887,88.0,7.0,0.8349514563106796,0.8775510204081632,0.8557213930348259
888,88.0,8.0,0.6923076923076923,0.7659574468085106,0.7272727272727273
889,88.0,9.0,0.71,0.8452380952380952,0.7717391304347825
890,89.0,0.0,0.9186046511627907,0.9294117647058824,0.9239766081871345
891,89.0,1.0,0.9285714285714286,0.9512195121951219,0.9397590361445782
892,89.0,2.0,0.7821782178217822,0.7821782178217822,0.7821782178217822
893,89.0,3.0,0.8953488372093024,0.7857142857142857,0.8369565217391304
894,89.0,4.0,0.8526315789473684,0.801980198019802,0.826530612244898
895,89.0,5.0,0.7777777777777778,0.660377358490566,0.7142857142857142
896,89.0,6.0,0.9279279279279279,0.9363636363636364,0.9321266968325792
897,89.0,7.0,0.8627450980392157,0.8979591836734694,0.8799999999999999
898,89.0,8.0,0.6333333333333333,0.8085106382978723,0.7102803738317757
899,89.0,9.0,0.8192771084337349,0.8095238095238095,0.8143712574850299
900,90.0,0.0,0.9294117647058824,0.9294117647058824,0.9294117647058824
901,90.0,1.0,0.921875,0.959349593495935,0.9402390438247011
902,90.0,2.0,0.8061224489795918,0.7821782178217822,0.7939698492462313
903,90.0,3.0,0.8876404494382022,0.8061224489795918,0.8449197860962567
904,90.0,4.0,0.8118811881188119,0.8118811881188119,0.8118811881188119
905,90.0,5.0,0.813953488372093,0.660377358490566,0.7291666666666667
906,90.0,6.0,0.896551724137931,0.9454545454545454,0.920353982300885
907,90.0,7.0,0.7876106194690266,0.9081632653061225,0.8436018957345971
908,90.0,8.0,0.6696428571428571,0.7978723404255319,0.7281553398058253
909,90.0,9.0,0.8055555555555556,0.6904761904761905,0.7435897435897436
910,91.0,0.0,0.9090909090909091,0.9411764705882353,0.9248554913294799
911,91.0,1.0,0.9076923076923077,0.959349593495935,0.9328063241106719
912,91.0,2.0,0.8586956521739131,0.7821782178217822,0.8186528497409327
913,91.0,3.0,0.9032258064516129,0.8571428571428571,0.8795811518324608
914,91.0,4.0,0.8367346938775511,0.8118811881188119,0.8241206030150754
915,91.0,5.0,0.8518518518518519,0.6509433962264151,0.7379679144385026
916,91.0,6.0,0.896551724137931,0.9454545454545454,0.920353982300885
917,91.0,7.0,0.8461538461538461,0.8979591836734694,0.8712871287128713
918,91.0,8.0,0.6756756756756757,0.7978723404255319,0.7317073170731708
919,91.0,9.0,0.7701149425287356,0.7976190476190477,0.783625730994152
920,92.0,0.0,0.9186046511627907,0.9294117647058824,0.9239766081871345
921,92.0,1.0,0.9,0.9512195121951219,0.9249011857707511
922,92.0,2.0,0.8369565217391305,0.7623762376237624,0.7979274611398964
923,92.0,3.0,0.8469387755102041,0.8469387755102041,0.8469387755102041
924,92.0,4.0,0.8181818181818182,0.801980198019802,0.8100000000000002
925,92.0,5.0,0.7676767676767676,0.7169811320754716,0.7414634146341463
926,92.0,6.0,0.896551724137931,0.9454545454545454,0.920353982300885
927,92.0,7.0,0.819047619047619,0.8775510204081632,0.8472906403940886
928,92.0,8.0,0.8026315789473685,0.648936170212766,0.7176470588235294
929,92.0,9.0,0.7070707070707071,0.8333333333333334,0.7650273224043715
930,93.0,0.0,0.9090909090909091,0.9411764705882353,0.9248554913294799
931,93.0,1.0,0.9007633587786259,0.959349593495935,0.9291338582677164
932,93.0,2.0,0.9436619718309859,0.6633663366336634,0.7790697674418605
933,93.0,3.0,0.8602150537634409,0.8163265306122449,0.837696335078534
934,93.0,4.0,0.8163265306122449,0.7920792079207921,0.8040201005025126
935,93.0,5.0,0.8192771084337349,0.6415094339622641,0.7195767195767195
936,93.0,6.0,0.8879310344827587,0.9363636363636364,0.9115044247787611
937,93.0,7.0,0.8240740740740741,0.9081632653061225,0.8640776699029127
938,93.0,8.0,0.6171875,0.8404255319148937,0.7117117117117117
939,93.0,9.0,0.7261904761904762,0.7261904761904762,0.7261904761904762
940,94.0,0.0,0.9195402298850575,0.9411764705882353,0.9302325581395349
941,94.0,1.0,0.9007633587786259,0.959349593495935,0.9291338582677164
942,94.0,2.0,0.9024390243902439,0.7326732673267327,0.8087431693989071
943,94.0,3.0,0.7076923076923077,0.9387755102040817,0.8070175438596492
944,94.0,4.0,0.7961165048543689,0.8118811881188119,0.803921568627451
945,94.0,5.0,0.8157894736842105,0.5849056603773585,0.6813186813186812
946,94.0,6.0,0.911504424778761,0.9363636363636364,0.9237668161434978
947,94.0,7.0,0.8476190476190476,0.9081632653061225,0.876847290640394
948,94.0,8.0,0.7311827956989247,0.723404255319149,0.7272727272727273
949,94.0,9.0,0.775,0.7380952380952381,0.7560975609756099
950,95.0,0.0,0.9090909090909091,0.9411764705882353,0.9248554913294799
951,95.0,1.0,0.9153846153846154,0.967479674796748,0.9407114624505928
952,95.0,2.0,0.8571428571428571,0.7722772277227723,0.8125
953,95.0,3.0,0.7222222222222222,0.9285714285714286,0.8125000000000001
954,95.0,4.0,0.7830188679245284,0.8217821782178217,0.8019323671497585
955,95.0,5.0,0.8382352941176471,0.5377358490566038,0.6551724137931034
956,95.0,6.0,0.8947368421052632,0.9272727272727272,0.9107142857142856
957,95.0,7.0,0.8108108108108109,0.9183673469387755,0.861244019138756
958,95.0,8.0,0.7291666666666666,0.7446808510638298,0.7368421052631579
