,threshold,label,precision (count),recall (count),f1 (count),precision (sum),recall (sum),f1 (sum)
301,30.0,1.0,0.22486288848263253,1.0,0.36716417910447763,0.6990291262135923,0.5853658536585366,0.6371681415929203
302,30.0,2.0,0.9111111111111111,0.40594059405940597,0.5616438356164384,0.6915887850467289,0.7326732673267327,0.7115384615384615
303,30.0,3.0,0.30927835051546393,0.30612244897959184,0.3076923076923077,0.5035460992907801,0.7244897959183674,0.5941422594142259
304,30.0,4.0,0.7571428571428571,0.5247524752475248,0.6198830409356725,0.7727272727272727,0.8415841584158416,0.8056872037914691
305,30.0,5.0,0.2903225806451613,0.08490566037735849,0.13138686131386862,0.3333333333333333,0.018867924528301886,0.03571428571428571
306,30.0,6.0,0.9294117647058824,0.7181818181818181,0.8102564102564103,0.8048780487804879,0.9,0.8497854077253219
307,30.0,7.0,0.7383177570093458,0.8061224489795918,0.7707317073170732,0.7924528301886793,0.8571428571428571,0.8235294117647058
308,30.0,8.0,0.0,0.0,0.0,0.42105263157894735,0.425531914893617,0.4232804232804233
309,30.0,9.0,0.5,0.047619047619047616,0.08695652173913042,0.616822429906542,0.7857142857142857,0.6910994764397905
310,31.0,0.0,0.19483568075117372,0.9764705882352941,0.32485322896281804,0.5882352941176471,0.7058823529411765,0.6417112299465241
